OBJECTID,NEW_KEY,LAKE_NAME,COUNTY,NOTE24,FMU,ORIGIN,LONG_DD,LAT_DD,X_Coord_MG,Y_Coord_MG,,,
998,75-337,"Muleshoe Lake, South",Schoolcraft,Muleshoe Lakes,LMN,1,-86.43301000000,46.12978000000,466388.53386000000,619861.51171000000,,,
999,75-345,Eagle Lake,Schoolcraft,,LMN,2,-86.43899000000,46.11832000000,465919.88857000000,618591.01518000000,,,
1000,75-347,Upper Thunder Lake,Schoolcraft,,LMN,1,-86.47538000000,46.11665000000,463107.16338000000,618421.96063000000,,,
1001,75-349,Thunder Lake,Schoolcraft,,LMN,1,-86.47288000000,46.10165000000,463290.49073000000,616754.21097000000,,,
1002,75-353,Cranberry Lake,Schoolcraft,,LMN,1,-86.48121000000,46.07138000000,462626.22105000000,613393.96456000000,,,
1003,75-354,Frankes Lake,Schoolcraft,,LMN,1,-86.46454000000,46.08026000000,463920.83154000000,614373.97799000000,,,
1004,75-357,Lower Goose Pen Pool,Schoolcraft,,LMN,7,-85.94149000000,46.23221000000,504350.52205000000,631155.06206000000,,,
1005,75-358,Upper Goose Pen Pool,Schoolcraft,,LMN,7,-85.95360000000,46.24353000000,503415.58963000000,632411.88495000000,,,
1006,75-359,A Pool,Schoolcraft,,LMN,7,-85.95371000000,46.24943000000,503406.88348000000,633068.00354000000,,,
1007,75-360,T Pool,Schoolcraft,,LMN,7,-85.98760000000,46.22138000000,500795.17375000000,629949.61595000000,,,
1008,75-365,Kennedy Lake,Schoolcraft,,LMN,1,-85.88649000000,46.20915000000,508595.32783000000,628598.11366000000,,,
1009,75-369,Stewart Lake,Schoolcraft,,LMN,1,-85.89788000000,46.19388000000,507719.01167000000,626899.29095000000,,,
1010,75-370,Lost Lake,Schoolcraft,,LMN,1,-85.86760000000,46.19610000000,510054.94223000000,627149.72956000000,,,
1011,75-371,Crescent Lake,Schoolcraft,,LMN,2,-85.87371000000,46.18777000000,509584.92495000000,626223.03406000000,,,
1012,75-372,Cornell Lake,Schoolcraft,,LMN,1,-85.87371000000,46.17610000000,509587.03670000000,624926.67618000000,,,
1013,75-373,M Pool,Schoolcraft,,LMN,7,-86.00827000000,46.23996000000,499201.17197000000,632014.27908000000,,,
1014,75-1091,Marsh Creek Pool,Schoolcraft,wildlife flooding,LMN,7,-86.05834000000,46.18234000000,495336.60517000000,625613.95579000000,,,
1015,75-421,Clear Lake,Schoolcraft,,LMN,1,-86.42149000000,46.24776000000,467347.67249000000,632966.25628000000,,,
1016,75-422,Beaton Lake,Schoolcraft,,LMN,1,-86.41760000000,46.23415000000,467639.57957000000,631452.36670000000,,,
1017,75-423,Colwell Lake,Schoolcraft,,LMN,1,-86.44232000000,46.22388000000,465727.11111000000,630320.60581000000,,,
1018,75-425,Crooked Lake,Schoolcraft,,LMN,1,-86.41954000000,46.21304000000,467477.41423000000,629107.50971000000,,,
1019,75-429,Steuben Lake,Schoolcraft,,LMN,1,-86.42121000000,46.19971000000,467341.04779000000,627626.65052000000,,,
1020,75-430,Pear Lake,Schoolcraft,,LMN,1,-86.47371000000,46.20693000000,463295.31067000000,628451.70188000000,,,
1021,75-431,Bluegill Lake,Schoolcraft,,LMN,1,-86.47899000000,46.20193000000,462884.83293000000,627898.57958000000,,,
1022,75-432,Byers Lake,Schoolcraft,,LMN,1,-86.48538000000,46.20888000000,462396.60784000000,628673.19902000000,,,
1023,75-436,Jarr Lake,Schoolcraft,,LMN,1,-86.46120000000,46.19392000000,464252.25117000000,627000.01215000000,,,
1024,75-440,East Lake,Schoolcraft,,LMN,1,-86.41093000000,46.17915000000,468122.31304000000,625338.68547000000,,,
1025,75-444,Deacon Lake,Schoolcraft,,LMN,1,-86.44204000000,46.17693000000,465719.77341000000,625104.46872000000,,,
1026,75-445,Neighbor Lake,Schoolcraft,,LMN,1,-86.44127000000,46.17405000000,465777.76644000000,624784.39445000000,,,
1027,75-449,Bass Lake,Schoolcraft,,LMN,1,-86.47288000000,46.16749000000,463333.68891000000,624068.75451000000,,,
1028,75-459,Onega Lake,Schoolcraft,,LMN,1,-86.52343000000,46.23276000000,459478.45174000000,631345.97763000000,,,
1029,75-46,Clear Lake,Schoolcraft,,LMN,1,-86.00482000000,45.97054000000,499466.22742000000,602079.36788000000,,,
1030,75-460,Coattail Lake,Schoolcraft,,LMN,1,-86.53010000000,46.22999000000,458962.34558000000,631040.70153000000,,,
1031,75-467,Cucumber Lake,Schoolcraft,,LMN,1,-86.55704000000,46.24388000000,456895.46786000000,632598.01047000000,,,
1032,75-462,Upper Lake,Schoolcraft,,LMN,1,-86.53108000000,46.23661000000,458891.67799000000,631777.52106000000,,,
1033,75-464,Townline Lake,Schoolcraft,,LMN,1,-86.53593000000,46.24221000000,458521.66559000000,632401.67219000000,,,
1034,75-466,Big Island Lake,Schoolcraft,,LMN,1,-86.54315000000,46.23943000000,457962.73424000000,632096.76719000000,,,
1035,75-468,Herman Lake,Schoolcraft,,LMN,1,-86.57954000000,46.23749000000,455155.80919000000,631900.46514000000,,,
1036,75-47,Gulliver Lake,Schoolcraft,,LMN,2,-86.02732000000,45.98221000000,497723.47144000000,603375.85396000000,,,
1037,75-474,Petes Lake,Schoolcraft,,LMN,1,-86.60038000000,46.22638000000,453540.27075000000,630677.79623000000,,,
1038,75-475,McKeever Lake,Schoolcraft,,LMN,1,-86.59038000000,46.21526000000,454302.29078000000,629437.52961000000,,,
1039,75-479,Kimble Lake,Schoolcraft,,LMN,1,-86.61093000000,46.21749000000,452718.78534000000,629696.32571000000,,,
1040,75-481,Grassy Lake,Schoolcraft,,LMN,1,-86.58288000000,46.22249000000,454886.61180000000,630235.70791000000,,,
1041,75-487,McInnes Lake,Schoolcraft,,LMN,1,-86.51677000000,46.22776000000,459988.84828000000,630787.09155000000,,,
1042,75-488,Center Lake,Schoolcraft,,LMN,1,-86.52065000000,46.22193000000,459684.74048000000,630140.82623000000,,,
1043,75-489,Neds Lake,Schoolcraft,,LMN,1,-86.51982000000,46.21804000000,459746.25257000000,629708.41698000000,,,
1044,75-490,Klondike Lake,Schoolcraft,,LMN,1,-86.50177000000,46.22110000000,461140.89065000000,630038.96688000000,,,
1045,75-492,Vance Lake,Schoolcraft,,LMN,1,-86.50343000000,46.21582000000,461008.71710000000,629453.34071000000,,,
1046,75-493,Twilight Lake,Schoolcraft,,LMN,1,-86.49704000000,46.21110000000,461498.23764000000,628925.60473000000,,,
1047,75-494,Nevilles Lake,Schoolcraft,,LMN,1,-86.49288000000,46.20221000000,461813.50449000000,627935.97158000000,,,
1048,75-495,Farm Lake,Schoolcraft,also Blush Lake?,LMN,1,-86.50065000000,46.20026000000,461212.09420000000,627723.70047000000,,,
1049,75-498,Pewee Lake,Schoolcraft,,LMN,1,-86.51871000000,46.20249000000,459820.73508000000,627979.45502000000,,,
1050,75-499,Peanut Lake,Schoolcraft,,LMN,1,-86.53732000000,46.20193000000,458384.52477000000,627927.15473000000,,,
1051,75-500,Green Bass Lake,Schoolcraft,,LMN,1,-86.54343000000,46.20443000000,457914.95825000000,628208.11029000000,,,
1052,75-502,Red Lake,Schoolcraft,,LMN,1,-86.57232000000,46.20054000000,455683.23122000000,627791.66942000000,,,
1053,75-507,Wedge Lake,Schoolcraft,,LMN,1,-86.59593000000,46.20971000000,453869.23479000000,628823.39330000000,,,
1054,75-512,Dipper Lake,Schoolcraft,,LMN,1,-86.60427000000,46.20804000000,453224.97482000000,628643.11437000000,,,
1055,75-515,River Slough,Schoolcraft,,LMN,1,-86.60260000000,46.19054000000,453338.90658000000,626697.76016000000,,,
1056,75-520,Blue Joe Lake,Schoolcraft,,LMN,1,-86.57788000000,46.19582000000,455250.79239000000,627269.99035000000,,,
1057,75-522,Cookson Lake,Schoolcraft,,LMN,1,-86.56149000000,46.19832000000,456517.26443000000,627538.75095000000,,,
1058,75-524,Little Island Lake,Schoolcraft,,LMN,1,-86.51399000000,46.19610000000,460180.46719000000,627267.23235000000,,,
1059,75-525,Brevick Lake,Schoolcraft,,LMN,1,-86.50065000000,46.18999000000,461204.95096000000,626581.72729000000,,,
1060,75-526,Triangle Lake,Schoolcraft,,LMN,2,-86.50204000000,46.16832000000,461082.74461000000,624175.01739000000,,,
1061,75-527,Spud Lake,Schoolcraft,,LMN,1,-86.54149000000,46.17915000000,458045.91588000000,625398.61488000000,,,
1062,75-528,Verdant Lake,Schoolcraft,,LMN,1,-86.54760000000,46.17749000000,457572.99948000000,625216.60923000000,,,
1063,75-529,Nineteen Lake,Schoolcraft,,LMN,1,-86.54510000000,46.17165000000,457761.53914000000,624567.20006000000,,,
1064,75-53,Anderson Lake,Schoolcraft,,LMN,1,-86.07038000000,45.97971000000,494388.21440000000,603100.04151000000,,,
1065,75-530,Ironjaw Lake,Schoolcraft,,LMN,1,-86.55315000000,46.17332000000,457140.97124000000,624756.57466000000,,,
1066,75-532,Rumble Lake,Schoolcraft,,LMN,1,-86.56010000000,46.18332000000,456612.75747000000,625871.38148000000,,,
1067,75-534,Sprinkler Lake,Schoolcraft,,LMN,1,-86.56510000000,46.18026000000,456224.48737000000,625534.66238000000,,,
1068,75-535,Dinner Lake,Schoolcraft,,LMN,1,-86.56982000000,46.18249000000,455861.80977000000,625784.12971000000,,,
1069,75-538,Straits Lake,Schoolcraft,,LMN,1,-86.60482000000,46.17304000000,453152.73485000000,624754.67806000000,,,
1070,75-539,Little Lake,Schoolcraft,,LMN,1,-86.61102000000,46.17806000000,452678.21882000000,625315.73543000000,,,
1071,75-540,Mike White Lake,Schoolcraft,,LMN,1,-86.59232000000,46.16860000000,454113.93070000000,624253.58145000000,,,
1072,75-542,Toms Lake,Schoolcraft,,LMN,1,-86.59260000000,46.16138000000,454086.52223000000,623451.32527000000,,,
1073,75-545,Ostrander Lake,Schoolcraft,,LMN,1,-86.61232000000,46.16804000000,452569.56592000000,624203.55119000000,,,
1074,75-546,Swan Lake,Schoolcraft,,LMN,1,-86.57399000000,46.16526000000,455526.48347000000,623872.93812000000,,,
1075,75-548,Hub Lake,Schoolcraft,,LMN,1,-86.53593000000,46.16304000000,458462.73695000000,623605.67078000000,,,
1076,75-549,Rim Lake,Schoolcraft,,LMN,1,-86.54038000000,46.16221000000,458118.94451000000,623515.31575000000,,,
1077,75-568,Harcourt Lake,Schoolcraft,,LMN,1,-85.89149000000,46.31138000000,508193.54554000000,639955.96115000000,,,
1078,75-57,Cookson Lake,Schoolcraft,,LMN,1,-86.11399000000,45.98110000000,491010.27855000000,603258.18517000000,,,
1079,75-574,I Pool,Schoolcraft,,LMN,7,-85.94979000000,46.29107000000,503705.66076000000,637694.35286000000,,,
1080,75-575,F Pool,Schoolcraft,,LMN,7,-85.95055000000,46.28598000000,503647.85222000000,637129.45239000000,,,
1081,75-576,J Pool,Schoolcraft,,LMN,7,-85.96643000000,46.29080000000,502423.99796000000,637664.65796000000,,,
1082,75-577,H Pool,Schoolcraft,,LMN,7,-85.96677000000,46.28394000000,502398.72007000000,636902.39416000000,,,
1083,75-579,E Pool,Schoolcraft,,LMN,7,-85.96726000000,46.27258000000,502361.14696000000,635640.02080000000,,,
1084,75-580,G Pool,Schoolcraft,,LMN,7,-85.98672000000,46.27733000000,500861.85060000000,636167.27719000000,,,
1085,75-581,D Pool,Schoolcraft,,LMN,7,-85.98649000000,46.26582000000,500879.78026000000,634887.98093000000,,,
1086,75-582,C Pool,Schoolcraft,,LMN,7,-85.96130000000,46.26761000000,502820.39931000000,635087.66517000000,,,
1087,75-586,B Pool,Schoolcraft,,LMN,7,-85.95371000000,46.25804000000,503406.27895000000,634024.92092000000,,,
1088,75-599,C-Three Pool,Schoolcraft,,LMN,7,-86.12982000000,46.29721000000,489839.77885000000,638383.24957000000,,,
1089,75-6,Grass Lake,Schoolcraft,,LMN,1,-86.39343000000,45.89026000000,469315.47024000000,593234.54376000000,,,
1090,75-612,Sweeney Pool,Schoolcraft,,LMN,1,-86.11112000000,46.28708000000,491278.88720000000,637255.31884000000,,,
1091,75-622,A-Two Pool,Schoolcraft,,LMN,7,-86.02260000000,46.27892000000,498097.03628000000,636343.77533000000,,,
1092,75-627,C-Two Pool,Schoolcraft,,LMN,7,-86.02204000000,46.26693000000,498139.86051000000,635011.43672000000,,,
1093,75-69,Indian Lake,Schoolcraft,,LMN,1,-86.33343000000,45.99165000000,474017.34583000000,604478.24920000000,,,
1094,7-57,Saint Johns Lake,Baraga,,LMN,1,-88.12232000000,46.42665000000,336783.20146000000,654936.28044000000,,,
1095,75-7,Makel Lake,Schoolcraft,,LMN,1,-86.43426000000,45.87332000000,466137.19374000000,591368.26259000000,,,
1096,75-742,Boot Lake,Schoolcraft,,LMN,1,-86.44732000000,46.26971000000,465369.94892000000,635415.25308000000,,,
1097,75-744,Lily Lake,Schoolcraft,,LMN,1,-86.43454000000,46.28026000000,466360.90468000000,636582.72137000000,,,
1098,75-746,Sand Lake,Schoolcraft,,LMN,1,-86.42427000000,46.26054000000,467141.04364000000,634387.15465000000,,,
1099,75-748,Little Boot Lake,Schoolcraft,,LMN,1,-86.45010000000,46.26304000000,465151.73228000000,634675.78964000000,,,
1100,75-761,Lard Lake,Schoolcraft,,LMN,1,-86.58072000000,46.28312000000,455101.80161000000,636971.86108000000,,,
1101,75-765,Stump Lake,Schoolcraft,,LMN,1,-86.49899000000,46.26526000000,461385.72625000000,634944.99981000000,,,
1102,7-583,High Lake,Baraga,,LMN,1,-88.10260000000,46.71887000000,339161.77583000000,687358.98764000000,,,
1103,75-87,Michaud Lake,Schoolcraft,,LMN,1,-86.45010000000,45.91165000000,464932.35889000000,595634.06879000000,,,
1104,75-88,Tighe Lake,Schoolcraft,,LMN,1,-86.44899000000,45.90749000000,465015.92698000000,595170.61742000000,,,
1105,75-913,Twin Lakes,Schoolcraft,,LMN,1,-85.87843000000,46.49777000000,509165.74137000000,660668.80520000000,,,
1106,75-915,Green Pond,Schoolcraft,,LMN,1,-85.89177000000,46.49860000000,508142.38019000000,660759.80594000000,,,
1107,75-917,Snyder Lake,Schoolcraft,,LMN,1,-85.94816000000,46.48804000000,503816.12469000000,659582.22109000000,,,
1108,75-922,Carpenter Lake,Schoolcraft,,LMN,1,-85.98204000000,46.49693000000,501214.87538000000,660568.51275000000,,,
1109,75-923,The Reservoir,Schoolcraft,,LMN,1,-85.98788000000,46.49332000000,500767.27400000000,660167.13803000000,,,
1110,75-927,Dutch Fred Lake,Schoolcraft,,LMN,1,-85.97760000000,46.47193000000,501556.89898000000,657790.62578000000,,,
1111,75-93,Ninemile Lake,Schoolcraft,,LMN,1,-86.39927000000,45.90276000000,468869.76092000000,594625.57508000000,,,
1112,75-936,Mud Lake,Schoolcraft,,LMN,1,-85.99204000000,46.49860000000,500447.46060000000,660753.75903000000,,,
1113,75-937,Dark Lake,Schoolcraft,,LMN,1,-86.06621000000,46.49582000000,494755.93430000000,660446.52492000000,,,
1114,7-594,"Gordon, Lake",Baraga,,LMN,1,-88.03788000000,46.69693000000,344043.87317000000,684791.38413000000,,,
1115,75-942,Long Lake,Schoolcraft,,LMN,1,-86.08788000000,46.50221000000,493093.94815000000,661157.95445000000,,,
1116,75-946,Section Seven Lake,Schoolcraft,,LMN,1,-86.09927000000,46.48221000000,492217.44961000000,658936.53826000000,,,
1117,75-947,Spring Lake,Schoolcraft,,LMN,1,-86.11510000000,46.49249000000,491003.70350000000,660080.16874000000,,,
1118,75-948,Sucker Lake,Schoolcraft,,LMN,1,-86.10399000000,46.48610000000,491855.52991000000,659369.11662000000,,,
1119,75-950,Taylor Lake,Schoolcraft,,LMN,1,-86.07649000000,46.48943000000,493966.57276000000,659737.23335000000,,,
1120,75-953,No Name Lake,Schoolcraft,,LMN,1,-86.09343000000,46.47665000000,492664.57809000000,658318.76290000000,,,
1121,75-959,Lost Lake,Schoolcraft,,LMN,1,-86.03260000000,46.48110000000,497334.68996000000,658809.21366000000,,,
1122,7-596,Cedar Lake,Baraga,,LMN,1,-88.07232000000,46.69554000000,341407.09204000000,684705.70128000000,,,
1123,75-96,Calspar Quarry Pool,Schoolcraft,,LMN,9,-85.91760000000,46.06165000000,506212.94810000000,612206.06324000000,,,
1124,75-962,Duck Hole Lake,Schoolcraft,,LMN,1,-86.00316000000,46.46499000000,499594.89504000000,657018.62869000000,,,
1125,75-963,Spring Pond,Schoolcraft,,LMN,1,-86.06066000000,46.46721000000,495180.03038000000,657266.98715000000,,,
1126,75-968,Sunken Lake,Schoolcraft,,LMN,1,-86.04843000000,46.45193000000,496117.59815000000,655568.73899000000,,,
1127,7-597,"Alice, Lake",Baraga,,LMN,1,-88.08288000000,46.69610000000,340601.85092000000,684788.58663000000,,,
1128,75-971,Stanley Lake,Schoolcraft,,LMN,7,-86.15900000000,46.49057000000,487633.98446000000,659873.10629000000,,,
1129,75-992,Mahoney Lake,Schoolcraft,,LMN,1,-86.20677000000,46.49443000000,483969.38079000000,660309.93415000000,,,
1130,75-997,Bonnet Lake,Schoolcraft,,LMN,1,-86.23066000000,46.49554000000,482136.47467000000,660438.41838000000,,,
1131,7-6,Spruce Lake,Baraga,,LMN,1,-88.17677000000,46.50693000000,332846.35021000000,663967.74738000000,,,
1132,7-600,Corner Lake,Baraga,,LMN,1,-88.07454000000,46.68026000000,341192.66194000000,683012.89542000000,,,
1133,7-603,Clear Lake,Baraga,,LMN,1,-88.02232000000,46.69110000000,345216.31317000000,684112.81401000000,,,
1134,7-622,Camp Ten Lake,Baraga,,LMN,1,-88.15927000000,46.68137000000,334718.28910000000,683309.98257000000,,,
1135,7-69,Ned Lake,Baraga,,LMN,1,-88.33399000000,46.45165000000,320605.82272000000,658171.38028000000,,,
1136,7-696,Dirkman Lakes (east),Baraga,part of group of lakes,LMN,1,-88.24987000000,46.69080000000,327821.20957000000,684550.88341000000,,,
1137,75-338,"Muleshoe Lake, North",Schoolcraft,Muleshoe Lakes,LMN,1,-86.43495000000,46.13316000000,466240.71780000000,620237.79955000000,,,
1138,75-461,Mid Lake,Schoolcraft,,LMN,1,-86.53442000000,46.23495000000,458632.58326000000,631594.04003000000,,,
1139,2-616,"West Branch Lake, N",Alger,2-616-GRP,LMN,1,-86.10141000000,46.51609000000,492057.62171000000,662701.03217000000,,,
1140,2-617,"West Branch Lake, SE",Alger,2-616-GRP,LMN,1,-86.09601000000,46.51215000000,492471.43525000000,662262.87664000000,,,
1141,2-618,"West Branch Lake, SW",Alger,2-616-GRP,LMN,1,-86.10542000000,46.51061000000,491749.29004000000,662092.48284000000,,,
1142,52-405,"Sagola Lake, South",Marquette,see 52-406,LMN,2,-87.84362000000,46.32181000000,357921.91821000000,642753.25419000000,,,
1143,22-383,South Lake,Dickinson,new boat launch site,LMN,3,-87.98019000000,45.95526000000,346394.57625000000,602285.68926000000,,,
1144,52-1810,Schweitzer Cr Flowage,Marquette,Boat access,LMN,3,-87.64781000000,46.41473000000,373207.69587000000,652743.95921000000,,,
1145,52-1816,tailings pond,Marquette,tailings pond,LMN,14,-87.95711000000,46.37886000000,349342.98026000000,649299.59225000000,,,
1146,52-1817,tailings pond,Marquette,tailings pond,LMN,14,-87.94490000000,46.37095000000,350260.71892000000,648397.95423000000,,,
1147,52-1818,tailings pond,Marquette,tailings pond,LMN,14,-87.95690000000,46.36698000000,349326.87955000000,647979.33661000000,,,
1148,52-1814,Tilden Recirculation B,Marquette,recirc. basin,LMN,14,-87.63358000000,46.42430000000,374323.10395000000,653784.68092000000,,,
1149,52-1815,Tilden Recirculation B,Marquette,,LMN,14,-87.66654000000,46.43069000000,371806.01525000000,654546.99930000000,,,
1150,52-1813,Empire Mine Tailings B,Marquette,tailings basin,LMN,18,-87.64427000000,46.39372000000,373431.33528000000,650404.59038000000,,,
1151,22-382,Hardwood Impoundment,Dickinson,Sturgeon R Impoundment,LMN,3,-87.68179000000,45.97580000000,369564.09836000000,604036.30637000000,,,
1152,22-384,No Name,Dickinson,,LMN,3,-88.01229000000,45.96769000000,343942.68154000000,603729.93649000000,,,
1153,22-385,No Name,Dickinson,,LMN,3,-87.99929000000,45.96826000000,344951.45222000000,603766.84272000000,,,
1154,52-1819,tailings pond,Marquette,"old McKinnon L, rsrvr",LMN,21,-87.91530000000,46.48086000000,352832.15567000000,660552.60373000000,,,
1155,52-1161,Humboldt Tailings Pond,Marquette,"tailings pond, rsrvr",LMN,21,-87.88901000000,46.48025000000,354848.19573000000,660436.57258000000,,,
1156,52-1820,tailings pond,Marquette,"tailings pond, rsrvr",LMN,21,-87.87615000000,46.48020000000,355834.45992000000,660407.56478000000,,,
1157,7-133,Net River Flooding,Baraga,flooding,LMN,7,-88.53643000000,46.44159000000,305026.91027000000,657532.83109000000,,,
1158,75-379,No name,Schoolcraft,,LMN,7,-86.01307000000,46.22289000000,498831.02076000000,630117.62121000000,,,
1159,52-1821,No name,Marquette,,LMN,3,-87.94730000000,46.35364000000,350028.74392000000,646479.54325000000,,,
